,language,twitter.user/id,twitter.tweet/text,twitter.tweet/lang,twitter.tweet/id,link_or_handle,csvId,langs,social_media_type,extracted_from_col,name,extracted_from_file,postgresId
CNS1952,zh-tw,1597435105,這裡是廣東韶關南嶺紅沙漠景區，總面積約20平方公里，主要是紅色盆地，色為紫紅，多為裸露丘陵地帶，形似沙漠，當地俗稱“黃沙坷”。國慶期間，遊客前來“打卡”。#魅力中國 https://t.co/GcWQj5ZW9o,zh,1312575863339151366,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,“3D”版“鐵花火雨”、“時空隧道”是怎樣的？ 點擊 👇 #文化中國 https://t.co/dJ38ZYhggB,zh,1312586833293787136,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,3日，江蘇鹽城大豐港賽車公園舉辦場地越野（國際）邀請賽。來自上海、山東、江蘇等長三角地區的30多位摩托車手，在雨中泥濘的場地上，展開了激烈的爭奪。 https://t.co/WpcXWTDHv4,zh,1312596270884687872,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【美國白宮及特朗普競選團隊多人確診感染新冠病毒】10月1日以來，特朗普顧問霍普·希克斯、特朗普團隊競選經理比爾·斯特皮恩和特朗普前高級顧問凱莉安妮·康韋相繼確認新冠病毒檢測結果呈陽性。他們三人近來都參與了特朗普的競選活動。 https://t.co/SVp7pitLgM https://t.co/QTBwfvp1ZP,zh,1312607314621292544,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【中國黃金年鑑：2019年底全國黃金查明資源儲量超1.41萬噸】中國黃金協會發布的《中國黃金年鑑2020》顯示，截至2019年底，全國黃金查明資源儲量14131.06噸，比上年淨增492.66噸，同比增長3.61%。中國黃金查明資源儲量已經連續5年突破1萬噸大關。 https://t.co/LplTufswJI https://t.co/zraTaUCIpl,zh,1312618835749466117,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,前不久，一段兒子陪82歲母親打球鍛煉20年的視頻火了。視頻中，母子二人默契地打着網球、羽毛球，還能用球拍手柄互頂乒乓球，其樂融融。不少人的感慨，所謂“你陪我長大，我陪你變老”，大概就是如此吧。你在父母身邊嗎？你有多久沒有陪爸媽鍛煉了？ #中國故事 🧓👵🏓 https://t.co/1Yp1ilEIua https://t.co/3q2SLj1NIk,zh,1312625999633416193,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【埃及出土59具2500年前木棺】埃及旅遊和文物部3日宣布，考古隊在吉薩省一個單獨墓穴中發掘出59具距今約2500年的木棺。這些木棺埋藏深度為地下10米至12米，木棺表面有彩繪。與木棺同時出土的還有一些古埃及神明雕像。考古隊初步判斷這些木棺的主人為古埃及祭司或官員。 https://t.co/cd2W8PPpS4 https://t.co/X77RvaUXzC,zh,1312635605709250560,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【南疆變“江南”】在新疆喀什市帕哈太克里鄉，140畝巨菌草已進入採收期，今年的巨菌草能給村民帶來60多萬元的收入。作為當地人眼中的“魚米之鄉”，帕哈太克里鄉還規劃了萬畝精品水稻生態園，發展集觀光、餐飲、度假於一體的生態農業旅遊，不斷提升民眾收入。#明天會更好 https://t.co/G8t5lBnWaI https://t.co/XUwuRGqIUR,zh,1312645143736971264,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【1180萬人次  國慶“高鐵游”持續走高】10月4日，中國各地鐵路預計發送旅客1180萬人次，短途探親、旅遊觀光等客流持續走高。隨着“八縱八橫”高鐵網持續完善，中國高鐵運營里程已達3.6萬公里，“高鐵游”受到廣大旅客青睞。近年來，“高鐵游”還帶動了地區鄉村游，有效助力脫貧攻堅。 https://t.co/cw2WzZ9NXV https://t.co/2ygt95ltAx,zh,1312652940620914688,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"美國約翰斯·霍普金斯大學統計數據顯示，全球累計 #新冠肺炎 確診近3500萬例，死亡超103.3萬例：https://t.co/WcOiGLo9Nq
🔺白宮醫生對特朗普病情表示樂觀 特朗普自稱接下來幾天才是真正考驗
🔺巴西累計確診數全球第三
🔺德國連續三日新增超2500例 法國新增病例數再破紀錄
🔺印度累計死亡超10萬 https://t.co/kXsZgbmdaq",zh,1312662686287552512,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"國慶去廬山“雲”游吧，是真的“雲”游哦！🙂 戳👇
#魅力中國 https://t.co/ZU1t47AsRX",zh,1312669527876886528,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【國慶第3天中國國內遊客達1.11億人次】據文旅部數據中心測算，10月3日，中國國內遊客人數達1.11億，同比恢復78.2%；實現國內旅遊收入780.7億元，同比恢復66.8%。國慶假期前三天，全國共接待遊客3億1600萬人次，實現旅遊收入超過2000億元。（來源：央視新聞） https://t.co/eMrEMadj7b,zh,1312679044379373569,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,3日，清宮舊藏《康熙南巡圖》第六卷散佚逾百年後首次在香港會展中心全卷合璧公開展出，吸引眾多人士觀賞。該卷曾被分割數段散佚海外，經蘇富比拍賣公司多年努力，如今各段都已發現並終成完整一卷。《康熙南巡圖》全圖共十二卷，目前僅有第六卷為私人收藏。 #文化中國 https://t.co/nN8Upr13bt,zh,1312688913727647745,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【張建宗：國家是最強大後盾】香港特區政府政務司司長張建宗4日指出，實踐充分證明“一國兩制”是香港保持長期繁榮穩定的最佳制度安排。每當香港遇到困難的時候，國家就是香港最強大、可靠及堅實的後盾。例如協助香港成功抵禦亞洲金融風暴、“非典”疫情和國際金融危機等。 https://t.co/suyKjM6czY https://t.co/YR59UJxTW8,zh,1312699097418092544,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港司法：一碗“端不平的水”將使民眾信任消失殆盡 #新漫評 https://t.co/10QFnTv2ec,ja,1312709049247440897,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,“十一”國慶假期也可以“冰雪樂”？😲😆 近日，中國冰壺國家集訓隊隊內對抗賽“指哪兒打哪兒”專題活動在網絡平台發布。大眾通過幫國家隊隊員選擇線路踴躍幫助國家隊隊員們“解殘局”。此外，冰壺國家集訓隊還專門單設了一條賽道供冰壺愛好者進行模擬賽體驗。#中國故事 https://t.co/go8i3Zz1Fa,zh,1312719322310037506,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【美國在海水中首次發現新冠病毒】據外媒消息，今年9月，美國明尼蘇達大學醫學院德盧斯分校的研究人員首次在海灘取樣的水樣本中發現了“新冠病毒的痕跡”。研究人員稱，在這些水樣本中檢測出的新冠病毒，比在廢水中檢測到的水平“低1萬倍”。（來源：環球網）  https://t.co/th0wRQDouF https://t.co/DyaaHj0GMx,zh,1312729963087294465,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【一起來看“超亮”火星啊！火星6日距離地球最近】北京時間10月6日22時18分，火星將運行至最接近地球的地點。天文專家表示，在天氣晴好的條件下，中國公眾可欣賞到超級明亮的火星，其亮度甚至超過當晚的木星，成為夜空中“最亮的星”！✨ （來源：新華網） https://t.co/SEbdXFQowB,zh,1312739249263788032,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,美國接收難民大旗之下：歡迎難民還是亂港暴徒？ #新漫評 https://t.co/zpsOhlp5mz,zh,1312749311566983169,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【2020諾貝爾頒獎將於10月5日開啟】2020年諾貝爾獎各獎項名單即將於10月5日至12日宣布。在今年，諾貝爾獎獲得者的獎金將增至1000萬瑞典克朗。此外，受新冠疫情影響，將於12月舉行的傳統的頒獎典禮和晚宴被取消，改為線上舉行。https://t.co/5ewMobNtIS https://t.co/79JLc4XH5Y,zh,1312761034453774338,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,10月4日，“十一”黃金周進入第四天，遊客來到四川甘孜藏族自治州海螺溝，在原始森林裡漫步，領略千年冰川風光。#魅力中國 https://t.co/vmk1NVcUMg,zh,1312776922875691009,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【香港特區政府對美國國務院聲明表示強烈不滿和反對】就美國國務院在當地時間3日發表有關香港警方在10月1日作出拘捕的聲明，香港特區政府表示強烈不滿和反對。特區政府發言人指出，美國高級官員持續持“雙重標準”對特區的執法行動作出不負責任的評論，着實令人遺憾。https://t.co/LzJiuWU6XE https://t.co/1qyoGUO8ze,zh,1312789576914669568,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【推迟半年后伦敦马拉松即将开赛】當地時間10月3日，英國倫敦馬拉松賽準備工作已展開。倫敦馬拉松是世界六大“馬拉松賽事”之一，從1981年開始舉辦。但是九月初遇上英國疫情反彈，這讓主辦方不得不取消了多個互動環節。 https://t.co/Nym7dwAjKq,zh,1312810861216641025,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【白宮醫生稱特朗普最早可能5日出院】美東時間4日上午，由白宮醫生肖恩·康利領導的醫療團隊通報了特朗普最新狀況。康利說，特朗普總統病情在“持續好轉”，但就像所有疾病一樣，總會有些反反覆覆。醫療隊成員布萊恩·加里波迪醫生表示，總統最早可能當地時間周一(5日)出院。https://t.co/weF1BxBMWu https://t.co/LDFJmJJyB9,zh,1312824809261355009,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"中秋國慶長假前夕，建於福州金雞山公園半山腰上的""圖書館""正式對外開放。在節假日期間，這裡也成為了眾多市民和遊客打卡的地點，民眾在此可一邊閱讀一邊欣賞窗外風景。 https://t.co/WwGbCRGsRy",zh,1312839908499886084,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,10月4日，遊客在上海汽車博物館參觀。“十一”黃金周期間，不少市民和遊客來到這裡領略汽車百年發展歷史，親身體驗和感受古董車帶來的魅力。 https://t.co/06SDzq8zEP,zh,1312856266155405313,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【IFR：中國蟬聯最大機器人市場 增速獨一無二 】國際機器人聯合會近日在其年度報告中稱，得益於智能製造和自動化，世界各地工廠內正在運行的工業機器人數量超過270萬台，創下新紀錄。2019年工業機器人年度安裝量排名前五的市場分別是中國、日本、美國、韓國和德國。#科技中國 https://t.co/VszBzrCwTP https://t.co/HMCUyomBg4,zh,1312872623966097408,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"根據美國約翰斯霍普金斯大學的統計數據，截至美東時間10月4日下午3時許，全球新冠肺炎確診病例累計超過3500萬例，死亡病例累計達1,034,818例。 https://t.co/19UvMjwVAu",zh,1312878302781202433,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,十一黃金周，正值新疆阿勒泰百萬牲畜由高山夏牧場轉至春秋牧場過度的時間段。“百萬阿勒泰羊轉場文化旅遊節牧歸活動”在阿勒泰地區福海縣沙爾布拉克牧場舉辦，當地牧民們穿着各式精美的服飾，騎乘着馬匹，牽着搬家的駱駝，攆着轉場的牛羊遠遠而來，展現千百年來獨特的轉場文化。#文化中國 https://t.co/63cAB9hFUl,zh,1312883193670819841,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,新疆巴州鞏乃斯國家森林公園迎來最美季節。鞏乃斯集草原、冰川、雪原、高山、河流、湖泊、森林、瀑布、溫泉等各種自然景觀於一體。金秋時節，廣闊的綠林已經開始泛起金黃，景色美不勝收。#魅力中國 https://t.co/sATdld7sBB,zh,1312899551359950850,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,10月4日，中國內地報告新增 #新冠肺炎 確診病例20例，均為境外輸入。現有確診病例208例，尚在醫學觀察的密切接觸者8013人。香港特別行政區累計報告5113例，澳門特別行政區46例，台灣地區517例。 https://t.co/503CIHsGW1,zh,1312910116010692608,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,美國民主黨總統候選人喬·拜登的競選團隊當地時間4日表示，拜登的新冠檢測結果呈陰性。在特朗普和梅拉尼婭新冠檢測結果呈陽性的消息公布後，拜登及夫人曾於2日上午接受新冠病毒檢測。拜登的競選團隊隨後發表聲明稱，拜登及其夫人吉爾·拜登新冠病毒檢測結果為陰性。 https://t.co/drG9ofPjn8,zh,1312917922705289216,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"5日，2020年諾貝爾獎""開獎周"":正式拉開帷幕。#新冠肺炎 疫情下，擁有百年歷史的諾貝爾獎，也不得不取消頒獎晚宴，半個多世紀以來首次打破傳統。9月23日，被譽為""諾獎風向標""的""引文桂冠獎""名單公布，24位科研精英入選，其中包括華人學者、美國斯坦福大學化學系教授戴宏傑。https://t.co/t4LqjJQxbF https://t.co/4DQTXA8hAo",zh,1312926730428981248,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,當地時間10月4日，推遲半年後，英國倫敦馬拉鬆開賽。主辦方在比賽沿途放置了“紙板觀眾”為選手加油助威。倫敦馬拉松是世界六大“馬拉松賽事”之一，從1981年開始舉辦。但是九月初遇上英國疫情反彈，這讓主辦方不得不取消了多個互動環節。 https://t.co/VaLyQBLTgt,zh,1312935538521968642,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,4日，2萬把空椅子擺放在美國首都華盛頓白宮外南側草坪上，悼念美國超過20萬 #新冠肺炎 逝者。 https://t.co/Lc3KiIlF8c,zh,1312945605010890753,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"4日，亞美尼亞與阿塞拜疆在納戈爾諾-卡拉巴赫(納卡)地區軍事衝突進入第八天。當天雙方發生激烈交火，戰事逐漸白熱化，迄今造成至少240人死亡，當地平民受到波及。https://t.co/VXglZtHQcE

- 近40名平民死亡 地區首府再遭炮擊

- 亞阿雙方僵持不下 多方吁停火 https://t.co/496EZ4Mnr9",ja,1312953154695098370,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【費德勒確定參加2021澳網 納達爾：希望他儘快歸來】5日，澳網官方確認費德勒將參加2021年澳網比賽。今年6月，瑞士網球名將費德勒在個人社交媒體宣布退出2020賽季，以便於安心恢復自己的右膝傷病。納達爾也為自己的老對手送上祝福，希望費德勒能夠儘快回歸賽場。https://t.co/Iy54WnZC2D https://t.co/JbOWTTkFDG,zh,1312960704412971008,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【中科院研發新冠抗體已在美進入II期臨床試驗】中國科學院微生物研究所研發的JS016新冠抗抗體產品已於今年6月在中、美兩國啟動臨床試驗。目前在美國的臨床試驗已進入II期階段，有望為中國和世界的疫情防控作出重要貢獻。 https://t.co/c0443u12dS https://t.co/PcZf8re3V4,zh,1312968254168526848,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【美明州湖水驗出新冠病毒 科學家：或是游泳者污染】美國明尼蘇達州的科學家日前宣布，他們首度在湖水中發現新冠病毒的蹤跡，而且數量達到可被檢測出的程度。雖然目前沒有證據顯示人類會經由湖水感染病毒，但這項研究仍提供一種病毒可能的擴散途徑。https://t.co/DbxlLhf8kg https://t.co/aqMXOpJJ2Y,zh,1312977062269865984,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【武漢方艙醫院變回體育館了】 #新冠肺炎 疫情期間曾作為方艙醫院的武漢體育中心，10月4日首次恢復對外開放，2020姚基金慈善賽在此舉行，運動場地全部約滿，熟悉的武漢又回來了！ https://t.co/jJHce7B8yQ,zh,1312995888290127872,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,中秋國慶假期，在福建省霞浦縣沿海，漁民們海上養殖作業不停歇。從空中俯瞰，連片的海上漁排蔚為壯觀。  #魅力中國 https://t.co/tUjWMhWGE5,zh,1313006760903368704,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港特區政府行政長官林鄭月娥接納香港司法人員推薦委員會推薦，會在徵得立法會同意後，任命英國最高法院副院長賀知義出任終審法院其他普通法適用地區非常任法官。賀知義獲任命後，來自其他普通法地區的海外非常任法官名單將有14位。https://t.co/MWuWhW5ORc https://t.co/kddsRGOZoO,zh,1313016069229932550,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,"美國約翰斯·霍普金斯大學實時數據顯示，全球累計 #新冠肺炎 確診病例超過3500萬例，達到35011322例，累計死亡病例增至1034865例。https://t.co/A4O4GPM25h

🔹美洲：特朗普病情改善 最快5日出院
🔹歐洲：英國單日新增超過2萬例
🔹亞洲：日本自衛隊27人參訓後確診感染
🔹非洲：累計確診已超150萬例 https://t.co/lHr9eQMXIg",zh,1313026137711353862,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,5日，歐盟委員會主席馮德萊恩在社交媒體上表示，由於自己曾與新冠確診患者密切接觸，她本人正處於自我隔離狀態。她在上周二(9月29日)參加的一次會議上，有一名與會者10月4日新冠病毒檢測結果呈陽性。因此，馮德萊恩將自我隔離直到6日早上。她在10月1日的檢測中結果呈陰性，5日她再次進行了新冠檢測。 https://t.co/BHOv8f3oGk,zh,1313033685575163904,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【國慶長假前三天 全國購物中心總客流數達3.05億人次】國慶長假前三天，各地實體商業客流顯著提升，消費需求加快釋放。購物中心總客流數達3.05億人次。10月3日開始，旅遊熱點城市購物中心客流顯著增加，消費熱度穩步攀升。#中國經濟 https://t.co/JX5FrNSSMq,zh,1313041241475432448,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,10月5日，日本埼玉縣幸手市權現堂公園內一百多萬株曼珠沙華盛開。 https://t.co/02nA49HUhH,zh,1313051301455028225,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,#快訊：【2020年諾貝爾生理學或醫學獎揭曉 3位科學家獲獎】 瑞典斯德哥爾摩當地時間5日中午，2020年諾貝爾生理學或醫學獎揭曉，獲獎者為哈維·阿爾特(Harvey J. Alter)、米歇爾·霍頓(Michael Houghton)和查爾斯·瑞斯(Charles M. Rice)，以表彰他們“發現丙型肝炎病毒”。 https://t.co/TbzNRUDodp,zh,1313052349754044416,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港國安法守護“一國兩制”：此心安處是吾鄉 https://t.co/2VoAU39UYA,zh,1313061367851687941,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【美國加州山火燃燒超400萬英畝 致31人死亡】美國加州官方當地時間4日宣布，在今年創紀錄的山火季中，加州發生了8200多場山火，燃燒面積超過400萬英畝。目前，山火已造成31人死亡，8400多座建築被摧毀。加州歷史上最大的20場山火中，有5場是在近幾個月內開始燃燒的。https://t.co/F7Q6ru911a https://t.co/JwNghrDpan,zh,1313071435951214592,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港黑暴“手足”：用後即棄 https://t.co/BGqEffnXgJ,zh,1313086542064295936,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港特區政府衛生署衛生防護中心5日通報，香港新增11宗 #新冠肺炎 確診病例，當中7宗屬輸入病例，6名確診病人均搭同一班飛機從尼泊爾到港。當局宣布根據相關法例，禁止尼泊爾航空公司飛抵香港兩周。香港累計確診病例增至5124宗。https://t.co/Ng7HSG6I9h https://t.co/fBCbqk49CP,zh,1313095409905016833,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,【外國及港台選手參加澳門格蘭披治大賽車需隔離14天】所有外國、中國香港和台灣的選手及工作人員，登機前要出示核酸檢測陰性報告，入境澳門後會直接送往指定地點醫學隔離14天，期間至少進行兩次核酸檢測，完成隔離沒有確診才會獲准參賽。https://t.co/NmCF6HvFXc https://t.co/hi6T1FvQQ8,zh,1313101634378104832,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港警務處前處長：我始終是中國人，希望盡全力貢獻 https://t.co/iJM6uTCYbw,zh,1313111699881259010,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,5日，安徽黃山風景區雨後放晴，迎來了壯麗的雲海景觀。五百里黃山雲海奔騰，潔白流雲與巍峨的山體相互交織着，好似一幅壯麗的山川畫卷。雲海隨着山勢從谷底慢慢升起，飄逸靈動，一時間，山峰、溝壑淹沒在雲海里，波瀾壯闊，一望無邊，很多峰頂成了浩瀚雲海中的“孤島”，遊人宛若置身仙境。 #魅力中國 https://t.co/0Ji4PCv9yd,zh,1313120507567304706,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,香港特區政府早前宣布推出第三輪“防疫抗疫基金”，包括為幼稚園及私立學校提供津貼。香港特區政府教育局5日表示，每所幼稚園及私立中小學日校，會獲發放3萬元(港幣，下同)至8萬元不等的一次性津貼，預計約1000所幼稚園和約180所私立中小學日校受惠，涉及金額約6750萬元。https://t.co/sIqI3DiChK https://t.co/nwvDXOqEH4,zh,1313126639803523084,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,2020國慶假期過半，10月5日，重慶天氣陰雨不斷，重慶洪崖洞等熱門景區人氣依然持續升溫，夜景燈飾延長2小時亮燈。重慶這座山城在夜間變得璀璨奪目。 https://t.co/OB2uG5e4Ne,zh,1313145415454392321,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,據美國媒體報道，美國白宮新聞發言人麥克納尼（Kayleigh Mcenany）5日稱，她的新冠病毒檢測結果呈陽性，她將進入隔離程序。 https://t.co/2iw0mFefON,zh,1313153634557988866,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,4日晚，市民和遊客乘坐遊船觀賞海河夜景。國慶假期，天津海河沿岸夜景燈光全線開啟，夜色流光溢彩。 https://t.co/Y7tboKSyV9,zh,1313176743268810753,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
CNS1952,zh-tw,1597435105,中國常駐聯合國代表張軍大使5日在聯合國大會第三委員會一般性辯論中，代表中國、白俄羅斯、緬甸、俄羅斯等26個國家發言，批評美西方國家侵犯人權，強調應立即徹底取消單邊強制措施，並對系統性種族歧視表示嚴重關切。https://t.co/W2hA8CVFPY https://t.co/WWWWSXPu0y,zh,1313196225387286528,handle,206.0,['chinese'],tw,Media outlet Twitter handle,media_outlet_twitter_handle,ChinaSocialMedia20200928.xlsx,207.0
